Rk,Player,Nation,Pos,Squad,Age,Born,90s,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Succ,Att,Succ%,Mis,Dis,Rec,Prog,Matches,-9999
189,Edson,br BRA,MFDF,Atl Goianiense,23,1998,9.1,568,35,157,271,148,11,568,10,16,62.5,11,7,362,17,Matches,644d4d85
190,Edson,br BRA,DFMF,Atl Goianiense,30,1991,15.8,1051,166,542,479,32,7,1051,1,5,20.0,6,3,693,0,Matches,041250aa
191,Carlos Eduardo,br BRA,MF,Botafogo (RJ),32,1989,12.2,615,18,75,385,161,40,615,16,26,61.5,25,7,451,34,Matches,1a234d32
192,Carlos Eduardo,br BRA,FWMF,Bragantino,25,1996,10.0,322,10,41,135,151,25,322,15,33,45.5,37,17,208,49,Matches,27c23008
193,Elton,br BRA,MF,Juventude,31,1990,12.9,662,48,219,380,69,11,662,3,5,60.0,11,5,421,9,Matches,42b5868b
194,Leandro Emmanuel Martínez,ar ARG,MF,América (MG),27,1994,2.9,191,4,20,98,76,9,191,6,7,85.7,7,4,122,12,Matches,74758396
195,Alan Empereur,br BRA,DF,Cuiabá,27,1994,24.7,1261,186,638,603,36,10,1261,4,7,57.1,5,1,766,3,Matches,825b8997
196,Endrick,br BRA,FW,Palmeiras,15,2006,3.4,67,0,2,15,50,27,67,4,5,80.0,6,9,47,14,Matches,a2728fbf
197,Erick,br BRA,MF,Atl Paranaense,24,1997,20.5,933,68,241,567,132,24,933,17,35,48.6,17,12,500,26,Matches,8a826636
198,Erick,br BRA,FWMF,Ceará,24,1997,11.7,587,7,47,221,325,40,586,31,71,43.7,26,23,442,68,Matches,8edcad0d
199,Erison,br BRA,FW,Botafogo (RJ),22,1999,16.5,384,11,16,155,221,74,383,21,40,52.5,64,24,276,85,Matches,a9c450cb
200,Estevão,br BRA,FWMF,Internacional,19,2002,1.2,59,0,10,29,20,3,59,2,4,50.0,3,1,43,6,Matches,149f4681
201,Lucas Evangelista,br BRA,MF,Bragantino,26,1995,29.0,1555,56,263,888,420,50,1553,27,38,71.1,46,27,1041,69,Matches,5f4ce4b6
202,Everaldo,br BRA,MFFW,América (MG),27,1994,21.0,1065,7,113,386,586,71,1064,28,71,39.4,46,15,759,114,Matches,bdb57777
203,Éverson,br BRA,GK,Atlético Mineiro,31,1990,37.0,1225,1080,1216,10,0,0,1225,0,0,,0,0,770,0,Matches,a59c090b
204,Éverton,br BRA,MFFW,Cuiabá,33,1988,4.4,201,3,35,111,60,4,201,3,9,33.3,6,3,141,14,Matches,f50a3570
205,Fabinho,br BRA,MF,Palmeiras,19,2002,0.8,64,1,9,48,7,0,64,0,0,,0,0,46,0,Matches,ff0e595c
206,Fábio,br BRA,FWMF,Atlético Mineiro,24,1997,1.5,44,0,1,14,29,7,44,3,4,75.0,6,2,31,11,Matches,30f90535
207,Fábio,br BRA,GK,Fluminense,41,1980,38.0,1038,934,1035,4,0,0,1038,0,0,,0,0,369,0,Matches,15825726
208,Fabrício,br BRA,FWMF,Coritiba,24,1997,16.7,675,10,103,317,269,46,675,46,80,57.5,45,35,490,92,Matches,0211a29e
209,Fagner,br BRA,DF,Corinthians,32,1989,10.0,831,31,215,400,228,5,831,8,15,53.3,11,1,537,23,Matches,a9cc58fe
210,Willian Farias,br BRA,MF,Coritiba,32,1989,17.7,987,43,237,673,91,3,987,19,25,76.0,23,10,657,7,Matches,d1fcff2f
211,Lucas Fasson,br BRA,DF,Atl Paranaense,20,2001,0.8,59,3,35,25,0,0,59,0,1,0.0,0,0,36,0,Matches,31ecbf29
212,Felipe,br BRA,MF,Fortaleza,27,1994,9.8,620,26,115,407,102,7,620,5,7,71.4,8,8,420,7,Matches,cadbabf9
213,Luis Felipe,br BRA,DF,Santos,28,1993,10.9,,,,,,,,,,,,,,,Matches,746c8624
214,Matheus Felipe,br BRA,DF,Atl Paranaense,23,1998,19.8,822,135,393,410,24,7,822,1,1,100.0,11,0,449,2,Matches,90749ab9
215,Lucas Fernandes,br BRA,MF,Botafogo (RJ),24,1997,18.6,1201,16,94,728,402,15,1201,24,55,43.6,34,24,855,55,Matches,a109d777
216,Matheus Fernandes,br BRA,MF,Atl Paranaense,23,1998,7.6,353,25,107,185,68,3,353,10,13,76.9,15,7,180,14,Matches,f76fdcd2
217,Gatito Fernández,py PAR,GK,Botafogo (RJ),33,1988,31.2,886,752,879,8,0,0,886,0,0,,2,0,260,0,Matches,9a82f79a
218,Ignacio Fernández,ar ARG,MF,Atlético Mineiro,32,1990,24.7,1677,14,145,818,732,60,1675,17,33,51.5,46,38,1194,130,Matches,97a17c0b
219,Rodrigo Fernández,uy URU,MF,Santos,26,1996,25.7,1526,56,344,1049,162,5,1526,27,48,56.3,27,15,933,10,Matches,617ee116
220,Fernandinho,br BRA,MF,Atl Paranaense,36,1985,10.8,652,16,83,444,134,11,652,10,21,47.6,18,9,431,25,Matches,101da2b5
221,Derick Fernando,br BRA,DF,Santos,19,2002,0.2,11,2,5,5,1,1,11,0,0,,0,0,6,0,Matches,a19d96f6
222,Luiz Fernando,br BRA,FWMF,Atl Goianiense,25,1996,19.4,735,29,122,294,323,93,735,20,53,37.7,29,19,501,89,Matches,824ed016
223,Nahuel Ferraresi,ve VEN,DF,São Paulo,23,1998,7.9,573,66,278,283,14,7,573,3,6,50.0,2,2,363,3,Matches,719aab45
224,Luiz Filipe,br BRA,MFFW,Goiás,20,2001,0.4,15,0,4,4,7,1,15,0,1,0.0,3,0,9,1,Matches,4a615e0b
225,Flávio,br BRA,MF,América (MG),21,2000,0.3,30,1,9,17,4,1,30,0,0,,0,0,22,1,Matches,f0367bfd
226,Rafael Forster,br BRA,DF,Juventude,31,1990,18.1,1125,174,707,388,48,12,1125,10,15,66.7,10,3,661,4,Matches,eb3f56e5
227,Matheus França,br BRA,FWMF,Flamengo,17,2004,7.5,345,11,39,144,168,45,345,16,28,57.1,17,11,226,43,Matches,077faf72
228,Fred,br BRA,FWMF,Fluminense,38,1983,1.4,65,3,6,28,32,7,65,3,4,75.0,5,1,51,14,Matches,acaeba74
229,Marlon Freitas,br BRA,MF,Atl Goianiense,26,1995,27.5,2066,75,428,1216,434,29,2064,9,11,81.8,23,9,1566,62,Matches,ae3181de
230,Douglas Friedrich,br BRA,GK,Avaí,33,1988,10.4,290,237,289,1,0,0,290,0,0,,0,0,98,0,Matches,8789242d
231,Gabriel,br BRA,MF,São Paulo,22,1999,0.5,16,0,1,11,4,1,16,0,1,0.0,1,2,12,3,Matches,135d500d
232,Gabriel,br BRA,MF,Internacional,29,1992,23.8,1667,56,347,1123,214,8,1667,4,10,40.0,13,10,1111,13,Matches,e9c0d5d8
233,Gabriel,br BRA,GK,Coritiba,29,1992,13.0,415,345,412,3,0,0,415,0,0,,0,0,129,0,Matches,f93ed0df
234,Gabriel,br BRA,MF,Botafogo (RJ),28,1993,8.3,543,18,91,328,127,10,543,8,17,47.1,13,9,369,17,Matches,0d10333c
235,Eduardo Gabriel,br BRA,DF,Santos,25,1996,33.0,1878,294,946,887,50,34,1878,6,9,66.7,9,3,1233,7,Matches,aed65960
236,Luiz Gabriel,br BRA,FWMF,Coritiba,19,2002,1.1,71,2,13,45,13,1,71,1,4,25.0,0,2,48,1,Matches,f9c619e0
237,Marquinhos Gabriel,br BRA,MFFW,Goiás,31,1990,8.4,291,8,38,147,114,14,291,11,19,57.9,12,11,173,23,Matches,fcd113c4
238,Vitor Gabriel,br BRA,FWMF,Juventude,22,2000,8.6,280,18,44,116,126,56,280,4,20,20.0,33,10,184,37,Matches,094c2abd
239,Matías Galarza,py PAR,MF,Coritiba,19,2002,6.7,365,5,53,205,111,8,365,4,11,36.4,16,7,221,21,Matches,8e97a57b
240,Matheus Galdezani,br BRA,MF,Avaí,29,1992,3.2,193,6,34,90,70,7,193,7,13,53.8,7,4,126,17,Matches,5042eb90
241,Thiago Galhardo,br BRA,FWMF,Fortaleza,32,1989,15.0,528,20,63,234,239,53,527,24,43,55.8,39,17,352,67,Matches,766f48dd
242,Giuliano Galoppo,ar ARG,MF,São Paulo,22,1999,7.9,395,7,54,200,143,28,395,3,9,33.3,17,4,299,34,Matches,a8eeadaf
243,Léo Gamalho,br BRA,FW,Coritiba,36,1986,18.4,464,14,35,226,206,66,462,1,5,20.0,20,19,346,63,Matches,f73056ee
244,Ganso,br BRA,MFFW,Fluminense,32,1989,27.5,2262,34,311,1237,735,32,2259,34,50,68.0,30,36,1863,90,Matches,23593121
245,García,br BRA,DFMF,Palmeiras,20,2002,1.1,82,2,26,35,21,4,82,0,0,,1,1,62,7,Matches,45d071f4
246,Bryan García,ec ECU,MF,Atl Paranaense,21,2001,3.1,168,8,39,100,32,0,168,4,6,66.7,9,8,93,4,Matches,7b66d351
247,Luan Garcia,br BRA,DF,Palmeiras,28,1993,13.6,780,79,355,403,27,12,780,0,1,0.0,6,2,516,2,Matches,6ebe6cc1
248,Gaspar,br BRA,FW,Avaí,19,2002,0.4,21,1,6,4,11,3,21,0,0,,1,0,8,1,Matches,996af9a5
249,Rafael Gava,br BRA,MF,Cuiabá,28,1993,22.7,1181,31,182,565,445,40,1181,9,13,69.2,33,21,733,77,Matches,713e1a36
250,Lucas Gazal,br BRA,DF,Atl Goianiense,22,1999,14.5,748,150,411,300,41,15,748,2,5,40.0,3,0,479,3,Matches,dcae46d5
251,Guilherme Gehring,br BRA,MF,Juventude,16,2005,0.1,2,0,0,2,0,0,2,0,0,,0,0,2,0,Matches,37faab98
252,Geovane,br BRA,MF,Ceará,22,1999,6.1,333,6,57,202,76,6,333,2,4,50.0,6,3,219,10,Matches,099a14d5
253,Gil,br BRA,DF,Corinthians,34,1987,22.7,1412,164,742,633,43,28,1412,1,4,25.0,4,4,955,1,Matches,31edef00
254,Giovane,br BRA,FWDF,Corinthians,18,2003,3.3,149,3,15,75,59,11,149,5,15,33.3,15,6,106,20,Matches,1b567cdc
255,Giovani,br BRA,FWMF,Palmeiras,18,2004,0.4,23,0,0,9,14,1,23,0,2,0.0,3,0,16,3,Matches,a199bd5f
256,Glédson,br BRA,GK,Avaí,38,1983,5.0,135,122,135,0,0,0,135,1,1,100.0,0,0,43,0,Matches,a9d625f5
257,Diego Godín,uy URU,DF,Atlético Mineiro,35,1986,1.0,84,9,37,47,0,0,84,0,0,,0,0,68,0,Matches,fc4f85b1
258,Bruno Gomes,br BRA,MF,Coritiba,20,2001,16.6,886,23,159,504,234,18,886,20,41,48.8,30,24,594,35,Matches,76f2bbf8
259,Igor Gomes,br BRA,MF,São Paulo,22,1999,22.9,1195,21,160,615,427,53,1195,17,39,43.6,27,20,866,86,Matches,6a7fb945
260,Igor Gomes,br BRA,DF,Internacional,20,2001,1.3,101,6,22,65,14,2,101,1,3,33.3,0,1,63,3,Matches,509d5b3d
261,João Gomes,br BRA,MF,Flamengo,20,2001,20.9,1300,42,228,744,347,22,1300,24,36,66.7,29,24,864,32,Matches,8b57ad2c
262,Gustavo Gómez,py PAR,DF,Palmeiras,28,1993,30.0,1770,220,905,773,100,41,1769,3,4,75.0,10,2,1086,7,Matches,d5ce52a5
263,Aloísio dos Santos Gonçalves,cn CHN,FWMF,América (MG),33,1988,10.5,352,8,43,131,181,53,351,5,20,25.0,30,15,245,72,Matches,9851b2e0
264,Diego Gonçalves,br BRA,FW,Botafogo (RJ),27,1994,5.4,249,5,28,105,118,18,247,4,14,28.6,11,7,180,36,Matches,c707fc37
265,Matheus Gonçalves,br BRA,FW,Flamengo,16,2005,0.3,26,0,3,7,16,1,26,0,1,0.0,1,1,16,1,Matches,071a6836
266,Ricardo Goulart,br BRA,MFFW,Santos,30,1991,4.5,187,6,13,88,86,16,187,2,5,40.0,7,2,142,33,Matches,f053730b
267,Daniel Guedes,br BRA,DFMF,Cuiabá,27,1994,8.8,544,15,137,225,192,5,544,10,28,35.7,10,7,323,17,Matches,25f61bc3
268,Roger Guedes,br BRA,FWMF,Corinthians,25,1996,28.3,1320,20,118,584,638,106,1319,29,77,37.7,70,26,1082,163,Matches,612a9dd7
269,Paolo Guerrero,pe PER,FW,Avaí,38,1984,4.8,182,5,11,94,79,26,182,7,11,63.6,21,16,141,26,Matches,ae6657a1
270,Guga,br BRA,DF,Atlético Mineiro,23,1998,18.6,1338,35,288,631,435,18,1338,8,15,53.3,13,10,769,31,Matches,6975a3e1
271,Marcos Guilherme,br BRA,FWMF,São Paulo,26,1995,6.4,331,2,31,159,142,15,331,4,7,57.1,7,1,258,26,Matches,d5ff6084
272,Marcos Guilherme,br BRA,MF,Santos,26,1995,0.3,21,1,5,13,3,0,21,0,0,,1,0,10,1,Matches,d5ff6084
273,Gustavinho,br BRA,MF,América (MG),20,2001,4.3,247,4,22,121,105,6,247,14,23,60.9,14,9,172,22,Matches,69896b0e
274,Habraão,br BRA,DF,Fortaleza,20,2001,2.4,132,30,70,57,7,6,132,1,1,100.0,1,1,61,0,Matches,1e329d13
275,Lucas Halter,br BRA,DF,Atl Paranaense,21,2000,1.1,72,8,34,35,3,1,72,1,1,100.0,1,0,52,0,Matches,7aa882a2
276,Lucas Halter,br BRA,DF,Goiás,21,2000,11.9,528,100,328,187,15,9,528,0,1,0.0,0,0,304,1,Matches,7aa882a2
277,Hayner,br BRA,DF,Atl Goianiense,26,1995,15.3,830,56,241,320,282,28,830,26,55,47.3,32,4,488,60,Matches,246c7429
278,Heitor,br BRA,DF,Internacional,21,2000,4.4,245,9,68,129,50,3,245,1,2,50.0,3,1,125,8,Matches,e0839492
279,Thiago Heleno,br BRA,DF,Atl Paranaense,33,1988,12.7,718,69,323,378,21,15,717,0,1,0.0,3,0,467,1,Matches,827422f9
280,Helinho,br BRA,FWMF,Bragantino,21,2000,19.0,974,30,136,437,417,49,973,34,58,58.6,47,23,658,96,Matches,5837cb60
281,Henrique,br BRA,DF,Coritiba,35,1986,17.9,1013,159,527,457,35,13,1013,0,2,0.0,4,0,694,5,Matches,429163de
282,Arthur Henrique,br BRA,DF,Atl Goianiense,27,1994,10.7,668,37,215,271,193,11,668,16,32,50.0,22,8,377,17,Matches,ae46bd26
283,Bruno Henrique,br BRA,FWMF,Flamengo,31,1990,6.8,301,9,27,105,177,42,301,8,19,42.1,19,5,229,54,Matches,5edff24f
284,Daniel Henrique,br BRA,FW,Ceará,17,2004,0.3,6,0,0,2,4,2,6,0,1,0.0,0,0,5,0,Matches,1ef923db
285,Gustavo Henrique,br BRA,DF,Flamengo,28,1993,3.8,246,51,145,93,9,6,246,0,0,,1,0,166,1,Matches,fa066690
286,Luis Henrique,br BRA,FWMF,Botafogo (RJ),20,2001,2.9,136,2,17,61,64,2,136,3,7,42.9,10,7,98,10,Matches,f36d5624
287,Luiz Henrique,br BRA,FWMF,Fluminense,21,2001,11.7,562,9,80,231,255,52,562,25,48,52.1,39,35,382,53,Matches,8059806f
288,Paulo Henrique,br BRA,DFMF,Juventude,25,1996,16.7,825,41,268,306,274,26,825,47,83,56.6,31,23,457,56,Matches,25a0cb08
289,Pedro Henrique,br BRA,DF,Atl Paranaense,26,1995,25.6,1404,259,734,640,39,17,1404,0,2,0.0,9,1,800,1,Matches,4322e5d7
290,Pedro Henrique,br BRA,FWMF,Internacional,31,1990,17.7,741,15,98,244,421,89,739,26,56,46.4,40,21,559,107,Matches,460976a2
291,Hércules,br BRA,MFFW,Fortaleza,21,2000,15.2,740,20,146,427,182,17,740,20,28,71.4,25,15,459,27,Matches,eadc7b45
292,Nicolás Hernández,co COL,DF,Atl Paranaense,24,1998,18.0,856,110,420,427,16,4,856,1,3,33.3,4,0,529,2,Matches,86046c18
293,Hugo,br BRA,DFMF,Goiás,24,1997,7.8,447,38,164,204,86,10,447,0,2,0.0,16,1,212,19,Matches,bd2593f3
294,Hugo,br BRA,FWMF,Coritiba,22,1999,4.4,178,4,36,71,77,15,178,5,18,27.8,27,10,116,25,Matches,d0f01217
295,Hugo,br BRA,DFMF,Botafogo (RJ),20,2001,12.2,742,28,191,358,199,14,742,11,26,42.3,22,5,374,24,Matches,de3dc682
296,Victor Hugo,br BRA,MF,Flamengo,17,2004,13.9,664,26,119,369,186,29,664,20,34,58.8,25,18,488,45,Matches,33fca7f7
297,Vitor Hugo,br BRA,FW,Goiás,17,2004,0.0,3,0,0,0,3,0,3,0,0,,0,0,3,1,Matches,217f53a6
298,Hulk,br BRA,FW,Atlético Mineiro,35,1986,23.2,921,15,25,345,567,121,919,47,88,53.4,87,63,754,209,Matches,33a1f72e
299,José Hurtado,ec ECU,DF,Bragantino,20,2001,6.6,413,21,101,184,131,6,413,8,14,57.1,10,2,215,18,Matches,cb067e96
300,Hyoran,br BRA,MF,Bragantino,28,1993,14.2,629,10,54,259,327,43,629,6,23,26.1,35,20,414,92,Matches,ffb88c28
301,Igor,br BRA,MFFW,Flamengo,18,2003,0.3,12,2,4,7,1,0,12,0,0,,1,0,5,0,Matches,fb19d550
302,André Inácio,br BRA,FW,Flamengo,19,2002,0.5,23,0,0,6,17,4,23,1,3,33.3,1,1,13,4,Matches,cc77d69c
303,Mauricio Isla,cl CHI,DF,Flamengo,33,1988,3.8,215,6,50,90,77,6,215,2,2,100.0,4,1,136,17,Matches,de4517dd
304,Jadsom,br BRA,MF,Bragantino,20,2001,14.1,871,46,232,557,89,1,871,12,20,60.0,15,8,551,10,Matches,92859e80
305,Jadson,br BRA,MF,Juventude,28,1993,29.1,1571,35,359,932,299,16,1571,23,36,63.9,34,22,1099,73,Matches,05748af4
306,Jailson,br BRA,GK,América (MG),40,1981,12.0,344,280,343,1,0,0,344,0,0,,0,1,104,0,Matches,01f7b8c3
307,Jair,br BRA,MF,Atlético Mineiro,27,1994,23.0,1338,23,187,815,348,48,1338,15,27,55.6,32,24,917,59,Matches,f3466edc
308,Jandrei,br BRA,GK,São Paulo,28,1993,18.3,724,540,706,18,0,0,724,0,0,,0,0,376,0,Matches,85ea4399
309,Vinícius Jaú,br BRA,MF,Avaí,23,1998,0.1,8,0,0,2,6,1,8,1,3,33.3,0,0,4,0,Matches,192d3898
310,Pablo Javier García,uy URU,FW,Coritiba,22,1999,0.1,1,0,1,1,0,0,1,0,0,,0,0,0,0,Matches,895321cd
311,Jean,br BRA,MF,Juventude,27,1994,13.1,608,63,246,292,74,9,608,3,3,100.0,15,6,249,4,Matches,69a34ec0
312,Jefferson,br BRA,DF,Atl Goianiense,25,1997,25.3,1738,100,645,773,346,20,1738,11,23,47.8,26,8,1085,43,Matches,9df5f945
313,Jefferson,br BRA,FW,Botafogo (RJ),22,1999,17.8,831,7,89,352,414,63,831,73,139,52.5,67,31,571,96,Matches,45cce300
314,Jemerson,br BRA,DF,Atlético Mineiro,29,1992,11.1,663,58,323,335,9,3,663,0,0,,5,0,445,0,Matches,7cab69b5
315,Jenison,br BRA,FW,Cuiabá,30,1991,3.6,125,5,11,62,53,11,125,1,2,50.0,15,5,89,12,Matches,767e6b7f
316,Alexandre Jesus,br BRA,MFDF,Fluminense,20,2001,0.7,48,1,7,15,28,7,48,1,6,16.7,1,2,26,5,Matches,25a323f3
317,Jô,br BRA,FW,Ceará,34,1987,8.7,253,17,27,114,114,42,252,3,3,100.0,16,6,184,58,Matches,e47d11f8
318,Jô,br BRA,FW,Corinthians,34,1987,2.2,74,7,10,31,33,6,74,1,1,100.0,3,4,61,10,Matches,e47d11f8
319,Joaquim,br BRA,DF,Cuiabá,23,1998,23.9,1285,207,679,543,75,35,1285,6,11,54.5,15,4,651,3,Matches,69e5e199
320,John,br BRA,GK,Santos,25,1996,1.0,31,29,31,0,0,0,31,0,0,,0,0,9,0,Matches,33a235af
321,Jonas,br BRA,MF,São Paulo,22,1999,0.3,14,0,1,6,7,0,14,0,0,,0,0,12,0,Matches,32794a5b
322,Felipe Jonatan,br BRA,DF,Santos,23,1998,23.0,1612,96,492,845,307,6,1612,25,49,51.0,14,14,936,32,Matches,0102ca7f
323,Jonathan,br BRA,DF,Botafogo (RJ),23,1998,0.5,42,0,6,32,4,0,42,0,0,,2,0,30,0,Matches,f3f60814
324,Jorge,br BRA,DF,Palmeiras,25,1996,5.2,317,14,88,148,82,3,317,7,12,58.3,7,2,169,10,Matches,13c44fc5
325,Jorginho,br BRA,MF,Atl Goianiense,31,1991,18.2,1123,33,148,549,446,69,1123,36,56,64.3,36,17,790,77,Matches,1f809750
326,Jhojan Julio,ec ECU,FWMF,Santos,23,1998,9.2,418,6,58,196,171,35,418,15,23,65.2,39,19,276,39,Matches,b1fc89f5
327,Juninho,br BRA,MF,América (MG),34,1987,34.5,1542,77,300,760,519,97,1542,40,76,52.6,71,39,927,138,Matches,7d10ca2e
328,Juninho,br BRA,MF,América (MG),35,1986,0.2,15,0,3,9,3,0,15,0,1,0.0,0,0,13,0,Matches,2cc16e46
329,Renato Junior,br BRA,FWMF,Goiás,19,2002,5.5,198,6,33,92,79,18,198,10,19,52.6,23,9,107,26,Matches,80b72720
330,Jussa,br BRA,MFDF,Fortaleza,25,1996,7.0,334,17,54,216,70,7,334,8,11,72.7,10,3,189,10,Matches,883f5dc8
331,Kaiky,br BRA,DF,Santos,18,2004,1.0,48,4,29,19,0,0,48,0,0,,0,0,33,0,Matches,55634fb8
332,Lucas Kal,br BRA,MF,América (MG),25,1996,24.0,1178,80,314,691,185,22,1178,8,19,42.1,19,9,612,15,Matches,33ed689d
333,Kanu,br BRA,DF,Botafogo (RJ),24,1997,16.1,899,128,480,400,23,13,899,5,5,100.0,3,5,586,0,Matches,fefa9b9a
334,Alan Kardec,br BRA,FWMF,Atlético Mineiro,33,1989,2.9,68,2,3,28,38,20,68,0,0,,6,2,59,22,Matches,e7fba767
335,Kauan,br BRA,FW,Bragantino,18,2003,0.3,9,1,1,5,4,1,9,0,0,,2,0,5,0,Matches,34375e0b
336,Kawê,br BRA,MFFW,América (MG),19,2002,0.3,9,0,2,1,6,2,9,0,0,,0,2,7,4,Matches,f1bca9ec
337,Kayque,br BRA,MF,Botafogo (RJ),21,2000,3.1,160,2,23,105,33,3,160,10,14,71.4,10,4,94,3,Matches,54b980d6
338,Renato Kayser,br BRA,FW,Fortaleza,25,1996,1.8,50,1,6,25,21,6,50,4,6,66.7,2,0,25,8,Matches,c7495dda
339,Gabriel Kazu,br BRA,MF,Avaí,22,1999,0.0,7,0,1,5,1,0,7,0,0,,0,0,5,0,Matches,42430d76
340,Keiller,br BRA,GK,Internacional,25,1996,15.0,397,357,397,0,0,0,397,0,0,,0,0,94,0,Matches,e38fde76
341,Thalisson Kelven,br BRA,DF,Juventude,23,1998,20.0,974,224,673,283,21,15,974,0,1,0.0,6,2,618,0,Matches,18e87471
342,Kelvi,br BRA,MF,Juventude,19,2002,0.5,10,0,2,8,0,0,10,0,0,,0,2,8,0,Matches,33143d85
343,Kelvin,br BRA,MFFW,Atl Goianiense,24,1997,3.4,224,4,18,74,135,14,224,8,18,44.4,9,7,165,23,Matches,b8dab818
344,Kelvyn,br BRA,FWDF,Ceará,22,1999,0.6,42,1,3,25,14,0,42,0,1,0.0,1,0,31,2,Matches,8b992778
345,John Kennedy,br BRA,FWMF,Fluminense,19,2002,1.6,57,0,2,13,42,15,57,3,10,30.0,8,3,38,14,Matches,132880e0
346,Keno,br BRA,FWMF,Atlético Mineiro,32,1989,20.6,994,9,82,346,583,78,994,51,110,46.4,52,32,728,145,Matches,98558c11
347,Kevin,br BRA,DF,Avaí,24,1997,29.2,2185,124,660,988,563,20,2184,14,31,45.2,25,9,1167,42,Matches,1f07666f
348,Khellven,br BRA,DF,Atl Paranaense,20,2001,23.4,1360,85,399,558,421,12,1359,13,35,37.1,33,8,669,56,Matches,cf18ab1b
349,Willian Klaus,br BRA,DF,Atl Goianiense,28,1994,6.0,375,69,203,156,17,9,375,0,0,,2,0,248,0,Matches,ddc86898
350,Willian Klaus,br BRA,DF,Botafogo (RJ),28,1994,1.0,24,9,20,4,0,0,24,0,0,,0,0,7,0,Matches,ddc86898
351,Benjamín Kuscevic,cl CHI,DF,Palmeiras,25,1996,3.3,148,15,77,68,4,2,148,1,1,100.0,0,0,88,0,Matches,9edddc34
352,Gabriel Lacerda,br BRA,DF,Ceará,22,1999,20.0,1038,161,520,492,36,18,1038,4,6,66.7,10,4,603,2,Matches,0664b5a6
353,Anthony Landazuri,ec ECU,DF,Fortaleza,24,1997,5.8,332,18,85,165,84,7,332,4,7,57.1,4,3,192,9,Matches,b3a267f0
354,Thauan Lara,br BRA,DFFW,Internacional,18,2004,3.8,188,8,67,93,28,2,188,2,7,28.6,3,3,112,3,Matches,c4dba1f3
355,Lázaro,br BRA,FWMF,Flamengo,19,2002,9.1,443,5,42,164,248,46,443,18,30,60.0,22,15,357,59,Matches,86ff856b
356,Anderson Leite,br BRA,MF,Juventude,28,1993,0.8,42,5,15,23,4,1,42,0,0,,0,0,25,2,Matches,9981c92d
357,Vinícius Leite,br BRA,MF,Avaí,28,1993,1.5,81,2,12,60,10,0,81,1,1,100.0,0,3,51,2,Matches,e991fbd7
358,Bernanrdo Lemes,br BRA,MFFW,Coritiba,20,2002,10.5,491,30,111,290,98,5,491,6,14,42.9,27,9,298,17,Matches,1ee9a3b6
359,Marcos Leonardo,br BRA,FW,Santos,18,2003,32.0,681,32,47,287,355,134,679,21,45,46.7,81,27,515,167,Matches,3f47ebce
360,Vitor Leque,br BRA,MFDF,Juventude,21,2001,0.6,26,0,2,12,13,2,26,1,1,100.0,2,2,23,4,Matches,6ba15719
361,Lima,br BRA,FWMF,Ceará,25,1996,21.5,1179,22,157,645,391,43,1177,29,54,53.7,39,40,808,73,Matches,d215c7de
362,Anderson Lima,br BRA,MFFW,São Paulo,22,1999,2.3,122,0,13,66,43,13,122,1,4,25.0,9,4,93,18,Matches,59be3a74
363,Lucas Lima,br BRA,DFMF,Atl Goianiense,21,2000,1.4,96,2,16,32,49,6,96,3,4,75.0,4,5,64,11,Matches,c4c45622
364,Lucas Lima,br BRA,MFFW,Fortaleza,31,1990,13.0,746,6,76,365,310,29,746,10,18,55.6,26,12,523,66,Matches,49d03337
365,Rodrigo Lindoso,br BRA,MF,Ceará,32,1989,9.6,586,28,145,366,81,12,586,2,6,33.3,9,3,380,11,Matches,7b013540
366,Liziero,br BRA,MF,Internacional,23,1998,5.6,361,16,85,240,40,3,361,7,10,70.0,12,5,231,6,Matches,318ecb8c
367,David Loiola,br BRA,DF,Ceará,19,2002,4.4,196,37,114,73,9,4,196,1,1,100.0,4,3,118,0,Matches,eddf365e
368,Marcelo Lomba,br BRA,GK,Palmeiras,35,1986,3.0,119,112,119,0,0,0,119,0,0,,0,0,35,0,Matches,e4835e3c
369,Kevin Lomónaco,ar ARG,DF,Bragantino,20,2002,12.4,758,79,326,410,31,5,758,4,4,100.0,6,3,506,1,Matches,dd5ddb83
370,José López,ar ARG,FW,Palmeiras,21,2000,6.1,178,6,13,78,90,35,178,5,8,62.5,16,3,121,25,Matches,e1426a52
371,Henrique Lordelo,br BRA,MFDF,Goiás,21,2000,1.4,62,3,19,37,10,0,62,1,1,100.0,0,0,29,0,Matches,b63394ba
372,Guillermo de los Santos,uy URU,DF,Coritiba,30,1991,10.5,550,111,295,232,28,10,550,1,2,50.0,5,0,302,2,Matches,1ac629b0
373,Luan,br BRA,MF,São Paulo,22,1999,1.8,122,2,34,69,19,0,122,0,0,,2,0,91,0,Matches,12a226cf
374,Luan,br BRA,MF,Goiás,31,1990,0.5,31,0,5,16,10,0,31,2,3,66.7,1,0,17,2,Matches,22fc8906
375,Lucão,br BRA,GK,Bragantino,20,2001,1.0,45,35,45,0,0,0,45,0,0,,0,0,18,0,Matches,ebb5a0df
376,Lucas,br BRA,DF,Santos,20,2001,16.2,1108,42,250,515,367,15,1108,19,48,39.6,26,21,636,50,Matches,5d68f5b2
